Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Failure_Risk,Inspection_Cost,Repair_Cost,Downtime,Recommended_Action
1500,47.99,Fiberglass,API 5L X65,150,51.8,2.01,5.34,11.13,5,Critical,0.49636624720123634,511,12880,3,Schedule Inspection
600,25.19,Fiberglass,API 5L X52,600,-40.9,1.9,5.63,22.35,25,Critical,0.5968428489168892,1762,15523,2,Schedule Inspection
1200,36.86,Carbon Steel,API 5L X42,1500,54.1,3.7,7.92,21.49,15,Critical,0.3342438908169608,1060,10075,5,Monitor
200,7.28,PVC,API 5L X65,600,54.1,19.07,9.18,126.1,11,Critical,0.7709122037458219,541,15412,2,Immediate Repair
500,15.64,Fiberglass,API 5L X65,300,41.6,3.71,3.73,23.85,22,Moderate,0.1065982531337718,1177,16981,6,Monitor
200,11.87,Stainless Steel,ASTM A333 Grade 6,600,35.4,19.72,9.6,80.88,8,Critical,0.07513778173580876,1093,12230,3,Monitor
150,9.28,HDPE,API 5L X65,600,-23.7,16.37,2.7,29.09,7,Moderate,0.7281887562036033,1952,16002,6,Immediate Repair
800,30.78,Fiberglass,API 5L X65,900,87.8,18.36,4.88,15.85,4,Moderate,0.49549131620619846,1681,18947,9,Schedule Inspection
150,8.29,Stainless Steel,API 5L X52,2500,13.4,19.59,5.66,68.28,2,Critical,0.688402396427736,1739,18686,1,Schedule Inspection
100,4.23,Fiberglass,API 5L X52,300,24.2,17.16,6.84,161.7,17,Critical,0.4348273386037462,1985,17920,6,Schedule Inspection
150,8.26,Fiberglass,API 5L X42,900,107.8,16.91,1.18,14.29,10,Normal,0.2464020332391068,633,6531,9,Monitor
150,9.47,Stainless Steel,API 5L X65,150,85.9,15.5,5.94,62.72,12,Critical,0.8191023176741997,1590,18074,4,Immediate Repair
300,11.52,HDPE,API 5L X65,900,-11.0,12.0,4.98,43.23,5,Moderate,0.7994158789689793,1530,7990,2,Immediate Repair
50,5.95,Stainless Steel,ASTM A333 Grade 6,1500,14.8,16.27,9.25,155.46,11,Critical,0.6946964708544268,1447,12155,4,Schedule Inspection
800,28.69,Stainless Steel,API 5L X65,600,11.4,16.63,0.91,3.17,14,Normal,0.2721451372299627,572,9493,1,Monitor
250,13.4,PVC,API 5L X42,2500,69.8,3.74,0.85,6.34,14,Normal,0.5902306668690871,898,14335,3,Schedule Inspection
500,19.43,Stainless Steel,ASTM A106 Grade B,600,20.9,4.03,3.7,19.04,16,Moderate,0.3609738969400268,1928,5933,9,Monitor
1500,34.85,PVC,API 5L X65,150,96.2,5.16,9.98,28.64,15,Critical,0.09158207332663415,1077,6460,5,Monitor
800,12.53,Carbon Steel,ASTM A333 Grade 6,150,6.5,6.54,1.07,8.54,23,Normal,0.9173135754622428,1358,19140,6,Immediate Repair
100,6.77,PVC,ASTM A106 Grade B,600,44.7,15.9,6.22,91.88,15,Critical,0.1368186309189614,629,7723,3,Monitor
300,15.05,HDPE,API 5L X42,600,37.9,6.6,5.39,35.81,12,Critical,0.9502373538208024,1430,15704,5,Immediate Repair
300,15.01,HDPE,ASTM A333 Grade 6,300,92.0,16.53,4.31,28.71,10,Moderate,0.44600577295795574,1989,5285,8,Schedule Inspection
